model,a,b,r,c,Ax,Ay,Dx,Dy,om,xmin,xmax,ymin,ymax,phi,alpha,beta
A,40,135,20,0,-30,-75,-50,50,1,-80,80,-100,60,-3.1100e-32,-0.22300,1.4400
